,Rank,Family Name,Given Name,Nationality,Time,Date,Location,Event,Gender,Year,Distance
8047,31,Oikawa,Yuya,JPN,"35,03",2021-02-11,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,500
8048,32,Nenzi,Mirko Giacomo,ITA,"35,04",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,500
8049,33,Kojima,Ryota,JPN,"35,05",2021-02-11,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,500
8050,34,Bosa,David,ITA,"35,08",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,500
8051,35,Hospes,Jesper,NED,"35,10",2020-12-19,Heerenveen (NED),Oefensessie 9,m,2020,500
8052,35,Scheperkamp,Merijn,NED,"35,10",2020-12-26,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,500
8053,37,Cha,Min-Kyu,KOR,"35,13",2021-03-11,Seoul (KOR),56th Memorial Competition,m,2020,500
8054,38,Haga,Ryohei,JPN,"35,14",2020-11-07,Obihiro (JPN),2020 Obihiro Forest Speed Skating Competition,m,2020,500
8055,38,Nuis,Kjeld,NED,"35,14",2020-12-26,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,500
8056,40,Snel,Tijmen,NED,"35,16",2020-12-26,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,500
8057,41,Krech,Roman,KAZ,"35,17",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,500
8058,42,Żurek,Damian,POL,"35,18",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,500
8059,42,Kim,Jun-Ho,KOR,"35,18",2021-03-11,Seoul (KOR),56th Memorial Competition,m,2020,500
8060,44,Morimoto,Takuya,JPN,"35,20",2020-10-23,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,500
8061,44,Kato,Joji,JPN,"35,20",2021-02-11,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,500
8062,46,Karamov,Timur,RUS,"35,22",2020-11-08,Kolomna,Moscow Region Federation Prize,m,2020,500
8063,47,Abe,Keigo,JPN,"35,23",2020-10-23,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,500
8064,47,Yamada,Masaya,JPN,"35,23",2020-12-28,Obihiro (JPN),Japan - National Championships 2021,m,2020,500
8065,49,Esders,Gijs,NED,"35,26",2020-12-19,Heerenveen (NED),Oefensessie 9,m,2020,500
8066,50,Ihle,Nico,GER,"35,27",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,500
8067,50,Kawame,Takuma,JPN,"35,27",2021-02-11,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,500
8068,52,Owada,Tsukasa,JPN,"35,28",2020-10-23,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,500
8069,52,Kuratsubo,Katsuhiro,JPN,"35,28",2020-11-07,Obihiro (JPN),2020 Obihiro Forest Speed Skating Competition,m,2020,500
8070,52,Fujino,Yuto,JPN,"35,28",2021-02-11,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,500
8071,55,Yoro,Serge,NED,"35,29",2020-12-19,Heerenveen (NED),Oefensessie 9,m,2020,500
8072,55,Westenbroek,Stefan,NED,"35,29",2020-12-19,Heerenveen (NED),Oefensessie 9,m,2020,500
8073,55,Kim,Tae-Yun,KOR,"35,29",2021-04-25,Seoul (KOR),Korea - Sprint Championships 2021,m,2020,500
8074,58,Botman,Janno,NED,"35,32",2020-12-26,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,500
8075,59,Nakamura,Shunsuke,JPN,"35,33",2020-11-13,Obihiro (JPN),2020/2021 All Japan Selected Speed Skating Competition,m,2020,500
8076,60,Tsujimoto,Itsushi,JPN,"35,38",2020-10-23,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,500
8077,61,Gao,Tingyu,CHN,"35,40",2021-03-22,Harbin (CHN),China - Sprint Championships 2021,m,2020,500
8078,62,Vosté,Mathias,BEL,"35,41",2021-01-09,Heerenveen (NED),Oefensessie 10,m,2020,500
8079,62,Stoppelmoor,Zach,USA,"35,41",2021-03-07,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,500
8080,64,McDermott-Mostowy,Conor,USA,"35,43",2021-02-27,Salt Lake City (USA),Time Trials,m,2020,500
8081,65,Ooshima,Souki,JPN,"35,44",2020-11-20,Hachinohe - YS Arena (JPN),2020/2021 All Japan Selected Speed Skating Competition,m,2020,500
8082,66,Kobayashi,Hirokazu,JPN,"35,45",2020-10-23,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,500
8083,66,Miwa,Junya,JPN,"35,45",2021-02-20,Hachinohe - YS Arena (JPN),Japan - Unofficial Championships 2021,m,2020,500
8084,68,Dombek,Hendrik,GER,"35,46",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,500
8085,68,Uehara,Yuma,JPN,"35,46",2021-02-11,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,500
8086,70,Chaban,Artsiom,BLR,"35,49",2021-02-12,Heerenveen (NED),World Championships 2021,m,2020,500
8087,71,Mukaiyama,Kyohei,JPN,"35,50",2020-11-29,Shibukawa (JPN),40th All Japan Student Speed Skating Championships,m,2020,500
8088,71,Perry,Brett,USA,"35,50",2021-02-27,Salt Lake City (USA),Time Trials,m,2020,500
8089,73,Tsubaki,Shota,JPN,"35,51",2020-11-28,Shibukawa (JPN),40th All Japan Student Speed Skating Championships,m,2020,500
8090,74,Galiyev,Artur,KAZ,"35,53",2021-03-06,Kolomna,45th V. A. Muratov Prize,m,2020,500
8091,75,Jeong,Seon-Kyo,KOR,"35,55",2021-03-26,Seoul (KOR),2021 Korean Ice Skating Federation President's Competition,m,2020,500
8092,76,Kazelin,Mikhail,RUS,"35,56",2021-03-06,Kolomna,45th V. A. Muratov Prize,m,2020,500
8093,76,Chung,Jae-Woong,KOR,"35,56",2021-03-26,Seoul (KOR),54th National University Competition,m,2020,500
8094,78,Oberbichler,Christian,SUI,"35,57",2021-02-12,Heerenveen (NED),World Championships 2021,m,2020,500
8095,79,Geerdinck,Thomas,NED,"35,58",2020-12-26,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,500
8096,80,Nonomura,Taiyo,JPN,"35,59",2020-11-07,Obihiro (JPN),2020 Obihiro Forest Speed Skating Competition,m,2020,500
8097,81,van Dobbenburgh,Joost,NED,"35,61",2020-12-26,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,500
8098,82,Sakamoto,Eikichi,JPN,"35,62",2020-11-07,Obihiro (JPN),2020 Obihiro Forest Speed Skating Competition,m,2020,500
8099,82,Zolotarev,Artem,RUS,"35,62",2021-03-19,Kolomna,National Student Competition,m,2020,500
8100,84,Takada,Mamoru,JPN,"35,64",2020-10-23,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,500
8101,84,Yang,Tao,CHN,"35,64",2021-03-28,Harbin (CHN),China - Single Distances Championships 2021,m,2020,500
8102,86,Lobas,Victor,RUS,"35,65",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,500
8103,87,Kania,Marek,POL,"35,66",2021-02-27,Tomaszów-Mazowiecki (POL),Puchar Polski - Finał,m,2020,500
8104,88,Farstad,Odin By,NOR,"35,68",2021-02-12,Heerenveen (NED),World Championships 2021,m,2020,500
8105,89,Xu,Yutong,CHN,"35,70",2021-03-28,Harbin (CHN),China - Single Distances Championships 2021,m,2020,500
8106,90,Kubo,Koki,JPN,"35,71",2020-10-23,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,500
8107,90,Dijs,Wesly,NED,"35,71",2020-11-28,Heerenveen (NED),Netherlands - Sprint Championships 2021,m,2020,500
8108,90,Liu,An,CHN,"35,71",2021-03-28,Harbin (CHN),China - Single Distances Championships 2021,m,2020,500
8109,93,Oda,Takuro,JPN,"35,72",2020-11-07,Obihiro (JPN),2020 Obihiro Forest Speed Skating Competition,m,2020,500
8110,93,Strübe,Maximilian,GER,"35,72",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,500
8111,93,Amaya,Diego,COL,"35,72",2021-02-27,Salt Lake City (USA),Time Trials,m,2020,500
8112,93,Im,Joon-Hong,KOR,"35,72",2021-03-26,Seoul (KOR),2021 Korean Ice Skating Federation President's Competition,m,2020,500
8113,97,Ampo,Kazuya,JPN,"35,73",2020-11-29,Shibukawa (JPN),40th All Japan Student Speed Skating Championships,m,2020,500
8114,97,Llop Izquierdo,Nil,ESP,"35,73",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,500
8115,99,Yamada,Kazuya,JPN,"35,75",2020-11-29,Shibukawa (JPN),40th All Japan Student Speed Skating Championships,m,2020,500
8116,99,Arzhanikov,Ivan,KAZ,"35,75",2021-03-07,Kolomna,45th V. A. Muratov Prize,m,2020,500
8117,99,Kim,Young-Jin,KOR,"35,75",2021-04-25,Seoul (KOR),Korea - Sprint Championships 2021,m,2020,500
8118,1,Verbij,Kai,NED,"1.07,35",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8119,2,Krol,Thomas,NED,"1.07,36",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8120,3,Kulizhnikov,Pavel,RUS,"1.07,63",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,1000
8121,4,Mantia,Joey,USA,"1.07,76",2020-11-13,Salt Lake City (USA),Salty Cup #1,m,2020,1000
8122,5,Otterspeer,Hein,NED,"1.07,99",2020-11-28,Heerenveen (NED),Netherlands - Sprint Championships 2021,m,2020,1000
8123,6,McDermott-Mostowy,Conor,USA,"1.08,12",2021-03-06,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,1000
8124,7,Dubreuil,Laurent,CAN,"1.08,18",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8125,8,Dijs,Wesly,NED,"1.08,23",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8126,8,Dufter,Joel,GER,"1.08,23",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,1000
8127,10,Nuis,Kjeld,NED,"1.08,27",2020-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2021,m,2020,1000
8128,11,Griffin,Kimani,USA,"1.08,32",2021-03-07,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,1000
8129,12,N'tab,Dai Dai,NED,"1.08,39",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8130,13,Velema,Lennart,NED,"1.08,40",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8131,14,Snel,Tijmen,NED,"1.08,48",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8132,15,Vosté,Mathias,BEL,"1.08,49",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8133,16,Liiv,Marten,EST,"1.08,51",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8134,17,Shinhama,Tatsuya,JPN,"1.08,53",2020-10-24,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,1000
8135,18,Golovatsiuk,Ignat,BLR,"1.08,55",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8136,19,Stolz,Jordan,USA,"1.08,57",2021-03-06,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,1000
8137,20,Lorentzen,Håvard Holmefjord,NOR,"1.08,59",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8138,20,Kondo,Taro,JPN,"1.08,59",2021-02-12,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1000
8139,22,Yoro,Serge,NED,"1.08,65",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8140,23,Scheperkamp,Merijn,NED,"1.08,71",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8141,24,McLeod,Cooper,USA,"1.08,76",2021-03-07,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,1000
8142,25,Yamada,Masaya,JPN,"1.08,77",2020-10-24,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,1000
8143,25,Mushtakov,Viktor,RUS,"1.08,77",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8144,27,Kleba,Austin,USA,"1.08,79",2021-03-06,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,1000
8145,28,Hollaar,Louis,NED,"1.08,89",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8146,29,Esders,Gijs,NED,"1.08,91",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8147,30,Ihle,Nico,GER,"1.08,93",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,1000
8148,31,Murashov,Ruslan,RUS,"1.08,94",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,1000
8149,32,Fujino,Yuto,JPN,"1.08,95",2020-12-29,Obihiro (JPN),Japan - National Championships 2021,m,2020,1000
8150,33,Michalski,Piotr,POL,"1.09,03",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,1000
8151,34,Kojima,Ryota,JPN,"1.09,13",2020-12-29,Obihiro (JPN),Japan - National Championships 2021,m,2020,1000
8152,35,Oda,Takuro,JPN,"1.09,16",2021-02-20,Hachinohe - YS Arena (JPN),Japan - Unofficial Championships 2021,m,2020,1000
8153,36,Howe,Connor,CAN,"1.09,18",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8154,37,Bosa,David,ITA,"1.09,21",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,1000
8155,38,Verweij,Koen,NED,"1.09,22",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8156,38,Mulder,Ronald,NED,"1.09,22",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8157,40,Arefyev,Artem,RUS,"1.09,29",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,1000
8158,40,Miwa,Junya,JPN,"1.09,29",2021-03-07,Hachinohe - YS Arena (JPN),2021 Nagane Final Competition,m,2020,1000
8159,42,Lehman,Emery,USA,"1.09,30",2020-10-17,Salt Lake City (USA),Time Trials,m,2020,1000
8160,43,Stoppelmoor,Zach,USA,"1.09,44",2021-03-06,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,1000
8161,44,Matsui,Yamato,JPN,"1.09,51",2020-10-24,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,1000
8162,45,Farstad,Odin By,NOR,"1.09,58",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,1000
8163,46,Nakamura,Shunsuke,JPN,"1.09,59",2020-10-24,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,1000
8164,47,Matsui,Yuta,JPN,"1.09,62",2020-10-24,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,1000
8165,47,Yamada,Kazuya,JPN,"1.09,62",2021-02-12,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1000
8166,49,Krech,Roman,KAZ,"1.09,63",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,1000
8167,50,Botman,Janno,NED,"1.09,66",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8168,51,Ikeda,Takamasa,JPN,"1.09,70",2020-10-24,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,1000
8169,52,Dawson,Casey,USA,"1.09,75",2020-10-17,Salt Lake City (USA),Time Trials,m,2020,1000
8170,53,Lobas,Victor,RUS,"1.09,84",2020-12-25,Kolomna,Kolomna Speed Skating Center Prize,m,2020,1000
8171,53,Nonomura,Taiyo,JPN,"1.09,84",2020-12-29,Obihiro (JPN),Japan - National Championships 2021,m,2020,1000
8172,55,Nogal,Artur,POL,"1.09,85",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,1000
8173,56,van Essen,Mika,NED,"1.09,91",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8174,57,Dombek,Hendrik,GER,"1.09,96",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,1000
8175,58,Owada,Tsukasa,JPN,"1.09,97",2020-10-24,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,1000
8176,59,van Dobbenburgh,Joost,NED,"1.09,98",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8177,60,Kersten,Cornelius,GBR,"1.10,01",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8178,61,Ichinohe,Seitaro,JPN,"1.10,02",2021-03-07,Hachinohe - YS Arena (JPN),2021 Nagane Final Competition,m,2020,1000
8179,62,Williamson,Shane,JPN,"1.10,05",2021-03-07,Hachinohe - YS Arena (JPN),2021 Nagane Final Competition,m,2020,1000
8180,63,Hospes,Jesper,NED,"1.10,06",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8181,64,Kim,Min-Seok,KOR,"1.10,08",2021-03-27,Seoul (KOR),2021 Korean Ice Skating Federation President's Competition,m,2020,1000
8182,65,Geerdinck,Thomas,NED,"1.10,09",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8183,65,Morishige,Wataru,JPN,"1.10,09",2021-02-12,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1000
8184,67,Ning,Zhongyan,CHN,"1.10,15",2021-03-29,Harbin (CHN),China - Single Distances Championships 2021,m,2020,1000
8185,68,Galiyev,Artur,KAZ,"1.10,21",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8186,69,Yamanaka,Daichi,JPN,"1.10,24",2021-02-12,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1000
8187,70,Kubo,Koki,JPN,"1.10,26",2020-10-24,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,1000
8188,70,Johansson,Allan Dahl,NOR,"1.10,26",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8189,72,in 't Veld,Kai,NED,"1.10,27",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8190,73,Perry,Brett,USA,"1.10,29",2021-03-07,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,1000
8191,73,Takada,Mamoru,JPN,"1.10,29",2021-03-07,Hachinohe - YS Arena (JPN),2021 Nagane Final Competition,m,2020,1000
8192,75,Yuskov,Denis,RUS,"1.10,30",2020-10-22,Kolomna,Russian Skating Union Cup,m,2020,1000
8193,76,Kongshaug,Peder,NOR,"1.10,32",2021-02-13,Heerenveen (NED),World Championships 2021,m,2020,1000
8194,77,Yamamoto,Taishi,JPN,"1.10,33",2021-02-12,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1000
8195,78,Müller,Noel,GER,"1.10,36",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,1000
8196,79,Gavrilov,Demyan,KAZ,"1.10,38",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,1000
8197,79,Murakami,Yuma,JPN,"1.10,38",2021-02-12,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1000
8198,81,Trusov,Nikolaj,RUS,"1.10,39",2020-12-25,Kolomna,Kolomna Speed Skating Center Prize,m,2020,1000
8199,81,Jongman,Elwin,NED,"1.10,39",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8200,83,Klenko,Alexandr,KAZ,"1.10,40",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,1000
8201,84,Amaya,Diego,COL,"1.10,42",2021-03-06,Salt Lake City (USA),Colombia - National Championships 2021,m,2020,1000
8202,85,Roest,Patrick,NED,"1.10,47",2020-12-05,Heerenveen (NED),Oefensessie 7,m,2020,1000
8203,85,Rudenko,Victor,BLR,"1.10,47",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8204,87,Kuratsubo,Katsuhiro,JPN,"1.10,48",2020-10-24,Nagano (JPN),Japan - Single Distances Championships 2021,m,2020,1000
8205,88,Podolskii,Aleksandr,RUS,"1.10,53",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,1000
8206,89,Tsuchiya,Riku,JPN,"1.10,56",2021-03-07,Hachinohe - YS Arena (JPN),2021 Nagane Final Competition,m,2020,1000
8207,90,Kant,Tom,NED,"1.10,58",2020-12-28,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1000
8208,90,Tokiyasu,Kiyotaka,JPN,"1.10,58",2021-01-22,Nagano (JPN),70th National High School Skating Championships,m,2020,1000
8209,92,de Boer,Tjerk,NED,"1.10,61",2020-10-24,Heerenveen (NED),Oefensessie Deel 1,m,2020,1000
8210,93,Kosaka,Ryu,JPN,"1.10,64",2020-11-08,Obihiro (JPN),2020 Obihiro Forest Speed Skating Competition,m,2020,1000
8211,93,Ishikawa,Masayuki,JPN,"1.10,64",2020-12-29,Obihiro (JPN),Japan - National Championships 2021,m,2020,1000
8212,95,Horikawa,Daichi,JPN,"1.10,66",2021-02-12,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1000
8213,95,Wakefield,Caleb,USA,"1.10,66",2021-03-06,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,1000
8214,95,Kim,Tae-Yun,KOR,"1.10,66",2021-04-25,Seoul (KOR),Korea - Sprint Championships 2021,m,2020,1000
8215,98,Ulekleiv,Kristian Gamme,NOR,"1.10,67",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,1000
8216,99,Beliaev,Daniil,RUS,"1.10,73",2021-03-13,Irkutsk-Baikal,Russia - Sprint Championships 2021,m,2020,1000
8217,100,Magnussen,Bjørn,NOR,"1.10,78",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,1000
8218,100,Żurek,Damian,POL,"1.10,78",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,1000
8219,1,Krol,Thomas,NED,"1.43,24",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,1500
8220,2,Mantia,Joey,USA,"1.43,42",2021-03-05,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,1500
8221,3,Roest,Patrick,NED,"1.43,79",2020-12-27,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1500
8222,4,Nuis,Kjeld,NED,"1.44,11",2021-02-14,Heerenveen (NED),World Championships 2021,m,2020,1500
8223,5,Lehman,Emery,USA,"1.44,19",2021-02-27,Salt Lake City (USA),Time Trials,m,2020,1500
8224,6,Dijs,Wesly,NED,"1.44,69",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,1500
8225,7,Williamson,Shane,JPN,"1.44,95",2021-02-13,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1500
8226,8,Dawson,Casey,USA,"1.45,03",2020-10-25,Salt Lake City (USA),USS Fall International Race,m,2020,1500
8227,9,Engebråten,Hallgeir,NOR,"1.45,05",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,1500
8228,10,Hollaar,Louis,NED,"1.45,07",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,1500
8229,11,Pedersen,Sverre Lunde,NOR,"1.45,09",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,1500
8230,12,Ichinohe,Seitaro,JPN,"1.45,39",2021-02-13,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1500
8231,13,Swings,Bart,BEL,"1.45,45",2020-10-24,Heerenveen (NED),Oefensessie Deel 1,m,2020,1500
8232,14,Howe,Connor,CAN,"1.45,48",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,1500
8233,15,Johansson,Allan Dahl,NOR,"1.45,49",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,1500
8234,16,Trofimov,Sergey,RUS,"1.45,51",2021-02-14,Heerenveen (NED),World Championships 2021,m,2020,1500
8235,17,Verweij,Koen,NED,"1.45,62",2020-12-27,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1500
8236,18,Oda,Takuro,JPN,"1.45,67",2021-02-13,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1500
8237,19,McDermott-Mostowy,Conor,USA,"1.45,72",2021-03-05,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,1500
8238,20,Snel,Tijmen,NED,"1.45,73",2020-12-27,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1500
8239,21,Kongshaug,Peder,NOR,"1.45,75",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,1500
8240,22,Tsuchiya,Riku,JPN,"1.45,76",2021-02-13,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1500
8241,23,Huizinga,Chris,NED,"1.45,83",2020-12-27,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1500
8242,24,Giovannini,Andrea,ITA,"1.45,87",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,1500
8243,25,Wenger,Livio,SUI,"1.45,95",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,1500
8244,26,Odor,Gabriel,AUT,"1.46,04",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,1500
8245,27,Beliaev,Daniil,RUS,"1.46,11",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,1500
8246,28,Bosker,Marcel,NED,"1.46,12",2020-12-27,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1500
8247,29,Kim,Min-Seok,KOR,"1.46,13",2021-03-28,Seoul (KOR),2021 Korean Ice Skating Federation President's Competition,m,2020,1500
8248,30,Vosté,Mathias,BEL,"1.46,14",2020-12-19,Heerenveen (NED),Oefensessie 9,m,2020,1500
8249,31,Cepuran,Ethan,USA,"1.46,19",2020-11-14,Salt Lake City (USA),Salty Cup #1,m,2020,1500
8250,32,Talsma,Marwin,NED,"1.46,20",2020-12-27,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1500
8251,33,Yoro,Serge,NED,"1.46,31",2020-12-27,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1500
8252,34,van Workum,Jordy,NED,"1.46,35",2020-12-27,Heerenveen (NED),WK Kwalificatie Toernooi,m,2020,1500
8253,35,Nonomura,Taiyo,JPN,"1.46,37",2021-01-09,Hachinohe - YS Arena (JPN),Japan - Junior Championships 2021,m,2020,1500
8254,36,Kondo,Taro,JPN,"1.46,48",2021-02-13,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,1500
8255,37,Chshigolev,Vitaliy,KAZ,"1.46,51",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,1500
8256,38,Blokhuijsen,Jan,NED,"1.46,60",2020-12-19,Heerenveen (NED),Oefensessie 9,m,2020,1500
