0,1
22346,January 1979 (M45)
5963,July 1995 (LSA)
22347,December 1996 (LSA)
46923,October 2003 (MN2)
71502,July 1998 (MSA)
22363,August 1995 (MSA)
30555,March 1996 (MSA)
5981,November 1987 (M35)
22368,April 1996 (LSA)
30561,May 1995 (M30)
46963,July 2003 (LN2)
46965,December 2005 (LA2)
6006,September 1990 (L30)
63349,April 2004 (LN2)
63350,November 2004 (LN1)
30585,May 2000 (LSA)
30592,October 1998 (MSA)
63372,September 2002 (MN3)
47010,March 2002 (MN4)
63399,October 2003 (MN2)
14253,January 1980 (M45)
38833,December 2003 (MN2)
22467,January 1997 (MSA)
30693,February 2000 (LSA)
6122,July 1987 (M35)
63466,November 2003 (MN2)
22509,May 1999 (MSA)
6134,June 1991 (M30)
47101,October 2002 (MN3)
30732,February 1991 (M30)
6163,June 1988 (L35)
30745,December 2000 (LSA)
30748,August 2000 (MSA)
6175,December 1988 (M35)
30773,March 1998 (LSA)
38975,June 2001 (MSA)
6208,November 1992 (M30)
22597,July 1996 (MSA)
6223,January 1992 (M30)
30801,June 1999 (MSA)
14417,September 1994 (M30)
47187,November 2003 (MN2)
71766,October 1994 (L30)
14429,August 1994 (M30)
14432,August 1994 (M30)
14435,March 1995 (M30)
14442,February 1994 (L30)
6251,October 1992 (M30)
6254,June 1992 (L30)
6256,October 1990 (M30)
6263,July 1992 (M30)
6266,August 1991 (M30)
47239,May 2000 (LSA)
6283,April 1996 (LSA)
71835,July 2005 (MA2)
39073,January 1999 (LSA)
39075,June 1999 (LSA)
39077,January 1999 (LSA)
6327,March 1989 (M35)
47291,January 2001 (MSA)
6333,October 1992 (L30)
39105,March 1997 (MSA)
47321,September 2004 (LN1)
22755,October 1995 (LSA)
39142,February 1999 (MSA)
22769,July 1995 (LSA)
39157,July 1995 (MSA)
22777,August 1994 (M30)
47355,January 2001 (MSA)
22799,March 1990 (M35)
6430,August 1993 (M30)
31020,September 2002 (LN3)
31024,December 2001 (LN4)
22837,October 1996 (MSA)
22838,July 1996 (MSA)
6479,August 1991 (M30)
6481,September 1992 (M30)
31061,April 1997 (MSA)
31067,April 2000 (LSA)
31069,Female
47466,November 2000 (MSA)
22909,January 1999 (LSA)
31102,April 1996 (MSA)
39296,January 1999 (MSA)
6532,March 1994 (L30)
6537,January 1997 (MSA)
22922,March 2000 (MSA)
39309,February 1999 (MSA)
31121,December 1997 (MSA)
6551,June 1992 (M30)
22940,October 1998 (LSA)
14753,September 1994 (M30)
14775,September 1993 (M30)
6588,September 1994 (M30)
22977,January 2001 (MSA)
6594,April 1991 (M30)
6596,July 1989 (L35)
31173,March 2001 (LSA)
22980,June 2001 (MSA)
22982,January 2001 (MSA)
22985,July 1999 (MSA)
63957,December 2002 (MN3)
63959,March 2005 (LN1)
6617,February 1991 (L30)
23001,February 2000 (MSA)
23014,June 1999 (LSA)
6652,August 1993 (M30)
6653,September 1994 (M30)
47615,March 2001 (LSA)
6657,November 1994 (M30)
6662,July 1994 (M30)
31262,October 1998 (LSA)
14886,June 1994 (M30)
88621,March 1996 (MSA)
31292,October 2000 (LSA)
72255,August 2005 (LA2)
6725,May 1992 (M30)
47686,May 2002 (MN4)
6727,July 1992 (M30)
14920,December 1995 (MSA)
14922,March 1995 (M30)
6737,February 1993 (M30)
64097,July 2003 (LN2)
6760,May 1993 (M30)
14959,June 1996 (MSA)
14964,May 2000 (MSA)
6777,March 1991 (M30)
39548,June 1999 (MSA)
23170,January 1997 (MSA)
47759,July 2000 (MSA)
31382,March 1993 (M30)
6815,January 1989 (M35)
6819,December 1988 (M35)
6837,June 1996 (LSA)
15036,March 1990 (M35)
47806,June 2003 (LN3)
39616,April 1996 (LSA)
31432,January 2001 (MSA)
47825,June 1989 (L35)
6874,January 1994 (M30)
23275,August 1991 (L30)
23288,August 1996 (LSA)
56057,July 2002 (LN3)
6906,May 1994 (M30)
64251,July 2006 (LA1)
6913,December 1994 (M30)
47882,November 2000 (MSA)
15128,January 1996 (LSA)
6942,March 1993 (L30)
64303,November 1991 (M30)
31536,December 1998 (LSA)
23347,September 1998 (MSA)
23363,September 1997 (MSA)
39760,October 2001 (MN4)
56177,March 2005 (MN1)
105339,December 2007 (LB2)
31612,November 1987 (M35)
23424,January 1997 (LSA)
23428,June 1998 (LSA)
64393,May 1991 (M30)
23438,August 1997 (MSA)
23491,December 1997 (MSA)
23493,October 1998 (MSA)
23494,May 2000 (LSA)
48070,November 2000 (LSA)
23498,October 1998 (MSA)
23504,October 1999 (MSA)
48083,October 2000 (MSA)
7135,August 1992 (M30)
56296,December 1990 (L30)
56298,March 1999 (LSA)
7157,February 1995 (M30)
48138,May 1994 (M30)
48139,May 2004 (MN2)
56341,March 2001 (LSA)
15386,March 1994 (M30)
31772,April 1997 (LSA)
23600,May 1998 (LSA)
39988,May 2002 (MN4)
23605,January 1998 (MSA)
56387,January 2005 (MN1)
56405,January 2001 (LSA)
48222,March 2002 (MN4)
40030,March 2001 (MSA)
23657,October 1997 (MSA)
23674,April 1997 (MSA)
56457,April 2003 (MN3)
23690,May 1999 (LSA)
40078,January 2002 (LN4)
40083,Male
23699,July 1997 (MSA)
31895,April 2001 (LSA)
31903,April 2000 (MSA)
7330,September 1993 (M30)
23717,November 1996 (LSA)
7350,April 1989 (M35)
7351,March 1992 (M30)
56509,April 2004 (MN2)
56513,January 2001 (LSA)
23747,January 1998 (MSA)
23748,June 1999 (LSA)
23771,December 1999 (MSA)
23777,August 1996 (MSA)
89315,January 1997 (MSA)
7398,April 1993 (L30)
23783,March 2000 (LSA)
7401,December 1991 (M30)
7432,September 1994 (M30)
23846,September 1997 (LSA)
7467,December 1996 (MSA)
56621,November 2003 (MN2)
23859,February 1998 (LSA)
23864,August 1997 (MSA)
23865,July 1998 (MSA)
32063,April 1999 (LSA)
23892,May 1998 (MSA)
48497,April 1991 (M30)
15739,October 1992 (M30)
7552,March 1990 (M35)
40333,October 1999 (MSA)
40349,August 2000 (MSA)
89527,Female
56766,Female
40392,May 1990 (L35)
56779,April 2005 (MN1)
40406,July 1996 (LSA)
24027,February 2000 (MSA)
15837,June 1994 (M30)
24030,December 1997 (MSA)
89571,Female
15852,April 1995 (L30)
48620,February 2002 (MN4)
56824,January 2002 (MN4)
15866,October 1995 (MSA)
40443,January 2004 (MN2)
15868,February 1995 (M30)
40445,April 2003 (LN3)
40449,March 2002 (MN4)
48646,Female
15879,June 1999 (MSA)
48664,Male
40476,October 1998 (LSA)
40477,November 1998 (LSA)
40478,January 1991 (L30)
7714,October 1991 (L30)
32307,July 1999 (MSA)
40500,August 1996 (MSA)
106044,Female
15942,April 2000 (LSA)
106057,Female
15959,August 1997 (LSA)
24191,September 1996 (LSA)
40582,August 1996 (MSA)
24214,September 1996 (MSA)
7837,October 1992 (L30)
24222,July 1999 (MSA)
48813,June 2001 (MSA)
32430,May 2000 (LSA)
7901,February 1989 (M35)
40689,Female
40694,Female
40697,June 1996 (MSA)
40700,July 1996 (LSA)
24363,July 1993 (L30)
24367,July 1992 (M30)
24370,May 1991 (M30)
32567,March 1999 (LSA)
57149,April 2004 (MN2)
7999,January 1991 (L30)
24383,April 1993 (M30)
24390,August 1996 (MSA)
8016,July 1994 (L30)
32593,April 1998 (MSA)
24405,September 1996 (MSA)
24419,September 1996 (LSA)
8042,December 1991 (M30)
40810,December 2000 (MSA)
40832,May 2000 (MSA)
40847,December 1999 (LSA)
32662,December 2001 (LN4)
57243,January 2003 (MN3)
57249,February 1997 (LSA)
32678,January 2000 (MSA)
32687,August 2001 (MN4)
40880,May 2001 (MSA)
57266,August 1999 (LSA)
32690,Male
24508,January 1998 (LSA)
8127,April 1994 (L30)
24515,September 1998 (MSA)
32708,June 1997 (LSA)
24522,September 1997 (LSA)
40907,April 2000 (MSA)
57301,September 2002 (MN3)
24538,September 1999 (MSA)
24548,June 1999 (MSA)
40934,March 2000 (MSA)
24552,Male
24558,January 1997 (LSA)
16366,June 1995 (M30)
57343,September 2003 (LN2)
